image_id,label,class_name
1631620098.jpg,3,Cassava Mosaic Disease (CMD)
1632014154.jpg,4,Healthy
1632258226.jpg,3,Cassava Mosaic Disease (CMD)
163251576.jpg,3,Cassava Mosaic Disease (CMD)
1632828715.jpg,2,Cassava Green Mottle (CGM)
1632883265.jpg,2,Cassava Green Mottle (CGM)
1633537888.jpg,1,Cassava Brown Streak Disease (CBSD)
1633620342.jpg,4,Healthy
1633652647.jpg,4,Healthy
1633693725.jpg,1,Cassava Brown Streak Disease (CBSD)
1633836154.jpg,1,Cassava Brown Streak Disease (CBSD)
1633915236.jpg,3,Cassava Mosaic Disease (CMD)
1633926971.jpg,3,Cassava Mosaic Disease (CMD)
1634210078.jpg,2,Cassava Green Mottle (CGM)
1634561629.jpg,3,Cassava Mosaic Disease (CMD)
1634585420.jpg,2,Cassava Green Mottle (CGM)
1634651167.jpg,3,Cassava Mosaic Disease (CMD)
1634717334.jpg,3,Cassava Mosaic Disease (CMD)
1634777596.jpg,3,Cassava Mosaic Disease (CMD)
1634815405.jpg,1,Cassava Brown Streak Disease (CBSD)
1634911159.jpg,3,Cassava Mosaic Disease (CMD)
1635058809.jpg,3,Cassava Mosaic Disease (CMD)
1635136764.jpg,0,Cassava Bacterial Blight (CBB)
1635220625.jpg,0,Cassava Bacterial Blight (CBB)
1635358503.jpg,3,Cassava Mosaic Disease (CMD)
1635544822.jpg,3,Cassava Mosaic Disease (CMD)
1635619978.jpg,1,Cassava Brown Streak Disease (CBSD)
1636292294.jpg,3,Cassava Mosaic Disease (CMD)
1636356850.jpg,3,Cassava Mosaic Disease (CMD)
1636938937.jpg,3,Cassava Mosaic Disease (CMD)
1637055528.jpg,3,Cassava Mosaic Disease (CMD)
163705693.jpg,2,Cassava Green Mottle (CGM)
1637510713.jpg,3,Cassava Mosaic Disease (CMD)
1637512671.jpg,1,Cassava Brown Streak Disease (CBSD)
1637611911.jpg,3,Cassava Mosaic Disease (CMD)
1637773657.jpg,3,Cassava Mosaic Disease (CMD)
1637819435.jpg,4,Healthy
1638051159.jpg,4,Healthy
1638509786.jpg,1,Cassava Brown Streak Disease (CBSD)
1638861203.jpg,4,Healthy
163947288.jpg,1,Cassava Brown Streak Disease (CBSD)
1639780135.jpg,4,Healthy
1640455749.jpg,3,Cassava Mosaic Disease (CMD)
1640474743.jpg,3,Cassava Mosaic Disease (CMD)
1640632644.jpg,3,Cassava Mosaic Disease (CMD)
1640734047.jpg,3,Cassava Mosaic Disease (CMD)
1640860200.jpg,2,Cassava Green Mottle (CGM)
1641097017.jpg,2,Cassava Green Mottle (CGM)
1641101646.jpg,3,Cassava Mosaic Disease (CMD)
1641250084.jpg,2,Cassava Green Mottle (CGM)
1641280501.jpg,3,Cassava Mosaic Disease (CMD)
1641316249.jpg,4,Healthy
164144958.jpg,0,Cassava Bacterial Blight (CBB)
16415174.jpg,2,Cassava Green Mottle (CGM)
1641686597.jpg,3,Cassava Mosaic Disease (CMD)
1641786362.jpg,2,Cassava Green Mottle (CGM)
1642673136.jpg,4,Healthy
16429963.jpg,3,Cassava Mosaic Disease (CMD)
1643057033.jpg,3,Cassava Mosaic Disease (CMD)
1643137720.jpg,3,Cassava Mosaic Disease (CMD)
1643316247.jpg,2,Cassava Green Mottle (CGM)
1643328543.jpg,3,Cassava Mosaic Disease (CMD)
1643552654.jpg,3,Cassava Mosaic Disease (CMD)
1643576810.jpg,3,Cassava Mosaic Disease (CMD)
1643954108.jpg,3,Cassava Mosaic Disease (CMD)
1644070487.jpg,3,Cassava Mosaic Disease (CMD)
1644495428.jpg,4,Healthy
1644503085.jpg,3,Cassava Mosaic Disease (CMD)
1644572365.jpg,3,Cassava Mosaic Disease (CMD)
1644666369.jpg,3,Cassava Mosaic Disease (CMD)
1645132898.jpg,1,Cassava Brown Streak Disease (CBSD)
1645164318.jpg,4,Healthy
1645330578.jpg,3,Cassava Mosaic Disease (CMD)
16457413.jpg,2,Cassava Green Mottle (CGM)
1646187978.jpg,1,Cassava Brown Streak Disease (CBSD)
164643516.jpg,2,Cassava Green Mottle (CGM)
1646856477.jpg,3,Cassava Mosaic Disease (CMD)
1647523800.jpg,3,Cassava Mosaic Disease (CMD)
164777077.jpg,3,Cassava Mosaic Disease (CMD)
164781857.jpg,3,Cassava Mosaic Disease (CMD)
1647997010.jpg,3,Cassava Mosaic Disease (CMD)
1648069139.jpg,3,Cassava Mosaic Disease (CMD)
1648200070.jpg,3,Cassava Mosaic Disease (CMD)
1648593146.jpg,3,Cassava Mosaic Disease (CMD)
1648724139.jpg,4,Healthy
1648797663.jpg,3,Cassava Mosaic Disease (CMD)
1648944957.jpg,3,Cassava Mosaic Disease (CMD)
1648964823.jpg,3,Cassava Mosaic Disease (CMD)
1649231975.jpg,4,Healthy
1649487665.jpg,3,Cassava Mosaic Disease (CMD)
1649500149.jpg,4,Healthy
1649683387.jpg,1,Cassava Brown Streak Disease (CBSD)
1649710736.jpg,3,Cassava Mosaic Disease (CMD)
1649961148.jpg,4,Healthy
1650008995.jpg,0,Cassava Bacterial Blight (CBB)
1650247048.jpg,4,Healthy
1650282539.jpg,3,Cassava Mosaic Disease (CMD)
165028458.jpg,1,Cassava Brown Streak Disease (CBSD)
1650313956.jpg,3,Cassava Mosaic Disease (CMD)
16503141.jpg,3,Cassava Mosaic Disease (CMD)
1650399375.jpg,3,Cassava Mosaic Disease (CMD)
1650474958.jpg,3,Cassava Mosaic Disease (CMD)
1650753377.jpg,3,Cassava Mosaic Disease (CMD)
1651072461.jpg,3,Cassava Mosaic Disease (CMD)
1651258605.jpg,3,Cassava Mosaic Disease (CMD)
1651485372.jpg,3,Cassava Mosaic Disease (CMD)
1652157522.jpg,0,Cassava Bacterial Blight (CBB)
165230387.jpg,3,Cassava Mosaic Disease (CMD)
1652379583.jpg,4,Healthy
1652740106.jpg,3,Cassava Mosaic Disease (CMD)
1652920595.jpg,0,Cassava Bacterial Blight (CBB)
1653263130.jpg,3,Cassava Mosaic Disease (CMD)
1653281533.jpg,2,Cassava Green Mottle (CGM)
1653299890.jpg,3,Cassava Mosaic Disease (CMD)
1653382438.jpg,2,Cassava Green Mottle (CGM)
1653427093.jpg,3,Cassava Mosaic Disease (CMD)
1653502098.jpg,3,Cassava Mosaic Disease (CMD)
1653535676.jpg,3,Cassava Mosaic Disease (CMD)
16538618.jpg,3,Cassava Mosaic Disease (CMD)
1654084150.jpg,2,Cassava Green Mottle (CGM)
1654239576.jpg,2,Cassava Green Mottle (CGM)
1654274202.jpg,3,Cassava Mosaic Disease (CMD)
1654306295.jpg,3,Cassava Mosaic Disease (CMD)
1654334807.jpg,3,Cassava Mosaic Disease (CMD)
1654445556.jpg,1,Cassava Brown Streak Disease (CBSD)
1654448920.jpg,3,Cassava Mosaic Disease (CMD)
1654496299.jpg,2,Cassava Green Mottle (CGM)
1654717395.jpg,1,Cassava Brown Streak Disease (CBSD)
1654777863.jpg,3,Cassava Mosaic Disease (CMD)
1654789179.jpg,3,Cassava Mosaic Disease (CMD)
1654830882.jpg,3,Cassava Mosaic Disease (CMD)
1654934257.jpg,3,Cassava Mosaic Disease (CMD)
1655292387.jpg,3,Cassava Mosaic Disease (CMD)
1655615998.jpg,2,Cassava Green Mottle (CGM)
1655630395.jpg,4,Healthy
1655898941.jpg,2,Cassava Green Mottle (CGM)
1656012136.jpg,3,Cassava Mosaic Disease (CMD)
1656232016.jpg,3,Cassava Mosaic Disease (CMD)
1656608225.jpg,3,Cassava Mosaic Disease (CMD)
1656709823.jpg,1,Cassava Brown Streak Disease (CBSD)
1657183324.jpg,2,Cassava Green Mottle (CGM)
1657389394.jpg,3,Cassava Mosaic Disease (CMD)
1657763940.jpg,3,Cassava Mosaic Disease (CMD)
1657954384.jpg,2,Cassava Green Mottle (CGM)
165797964.jpg,3,Cassava Mosaic Disease (CMD)
1658025063.jpg,2,Cassava Green Mottle (CGM)
1658205752.jpg,3,Cassava Mosaic Disease (CMD)
1658232092.jpg,3,Cassava Mosaic Disease (CMD)
165826808.jpg,4,Healthy
1658368838.jpg,3,Cassava Mosaic Disease (CMD)
1658413948.jpg,1,Cassava Brown Streak Disease (CBSD)
1658661727.jpg,3,Cassava Mosaic Disease (CMD)
1659081680.jpg,3,Cassava Mosaic Disease (CMD)
165934128.jpg,3,Cassava Mosaic Disease (CMD)
1659403875.jpg,3,Cassava Mosaic Disease (CMD)
1659810136.jpg,3,Cassava Mosaic Disease (CMD)
1660278504.jpg,3,Cassava Mosaic Disease (CMD)
1660311563.jpg,2,Cassava Green Mottle (CGM)
166038756.jpg,3,Cassava Mosaic Disease (CMD)
1660477891.jpg,3,Cassava Mosaic Disease (CMD)
1660551148.jpg,3,Cassava Mosaic Disease (CMD)
1660974563.jpg,3,Cassava Mosaic Disease (CMD)
1661096759.jpg,3,Cassava Mosaic Disease (CMD)
1662332092.jpg,3,Cassava Mosaic Disease (CMD)
1662536797.jpg,3,Cassava Mosaic Disease (CMD)
166356403.jpg,4,Healthy
1663857014.jpg,2,Cassava Green Mottle (CGM)
166410790.jpg,3,Cassava Mosaic Disease (CMD)
1664825517.jpg,3,Cassava Mosaic Disease (CMD)
1665215443.jpg,3,Cassava Mosaic Disease (CMD)
1665625753.jpg,1,Cassava Brown Streak Disease (CBSD)
1666000410.jpg,3,Cassava Mosaic Disease (CMD)
1666228761.jpg,3,Cassava Mosaic Disease (CMD)
1666313319.jpg,3,Cassava Mosaic Disease (CMD)
1666729521.jpg,3,Cassava Mosaic Disease (CMD)
1666732950.jpg,3,Cassava Mosaic Disease (CMD)
1666776898.jpg,3,Cassava Mosaic Disease (CMD)
166688569.jpg,3,Cassava Mosaic Disease (CMD)
1667044637.jpg,3,Cassava Mosaic Disease (CMD)
1667294993.jpg,4,Healthy
1667297797.jpg,3,Cassava Mosaic Disease (CMD)
1667447724.jpg,1,Cassava Brown Streak Disease (CBSD)
1667487311.jpg,3,Cassava Mosaic Disease (CMD)
1667611388.jpg,3,Cassava Mosaic Disease (CMD)
1667719250.jpg,3,Cassava Mosaic Disease (CMD)
1667727245.jpg,2,Cassava Green Mottle (CGM)
1667962035.jpg,3,Cassava Mosaic Disease (CMD)
1668160531.jpg,4,Healthy
1668333063.jpg,4,Healthy
1668363819.jpg,2,Cassava Green Mottle (CGM)
1668517699.jpg,3,Cassava Mosaic Disease (CMD)
1668819589.jpg,3,Cassava Mosaic Disease (CMD)
1668838224.jpg,0,Cassava Bacterial Blight (CBB)
1668873896.jpg,4,Healthy
1669079665.jpg,3,Cassava Mosaic Disease (CMD)
166936595.jpg,3,Cassava Mosaic Disease (CMD)
1669524287.jpg,3,Cassava Mosaic Disease (CMD)
1670109260.jpg,3,Cassava Mosaic Disease (CMD)
1670109351.jpg,4,Healthy
1670353820.jpg,3,Cassava Mosaic Disease (CMD)
1671511517.jpg,3,Cassava Mosaic Disease (CMD)
1671586011.jpg,3,Cassava Mosaic Disease (CMD)
1671607794.jpg,3,Cassava Mosaic Disease (CMD)
1671701546.jpg,3,Cassava Mosaic Disease (CMD)
1671790599.jpg,3,Cassava Mosaic Disease (CMD)
1672107115.jpg,3,Cassava Mosaic Disease (CMD)
1672251151.jpg,4,Healthy
1672278080.jpg,1,Cassava Brown Streak Disease (CBSD)
1672572883.jpg,3,Cassava Mosaic Disease (CMD)
1672763395.jpg,1,Cassava Brown Streak Disease (CBSD)
1672808883.jpg,3,Cassava Mosaic Disease (CMD)
167313296.jpg,0,Cassava Bacterial Blight (CBB)
1673505213.jpg,3,Cassava Mosaic Disease (CMD)
1673586236.jpg,1,Cassava Brown Streak Disease (CBSD)
1673670656.jpg,3,Cassava Mosaic Disease (CMD)
1673707752.jpg,3,Cassava Mosaic Disease (CMD)
1673785901.jpg,1,Cassava Brown Streak Disease (CBSD)
1674248048.jpg,3,Cassava Mosaic Disease (CMD)
1674288573.jpg,0,Cassava Bacterial Blight (CBB)
1674789285.jpg,3,Cassava Mosaic Disease (CMD)
1674852980.jpg,3,Cassava Mosaic Disease (CMD)
1674922822.jpg,3,Cassava Mosaic Disease (CMD)
1674972630.jpg,2,Cassava Green Mottle (CGM)
167516751.jpg,3,Cassava Mosaic Disease (CMD)
1675302726.jpg,3,Cassava Mosaic Disease (CMD)
1675424931.jpg,2,Cassava Green Mottle (CGM)
1675758805.jpg,3,Cassava Mosaic Disease (CMD)
1676052292.jpg,3,Cassava Mosaic Disease (CMD)
1676410549.jpg,4,Healthy
1676416724.jpg,3,Cassava Mosaic Disease (CMD)
1677019415.jpg,1,Cassava Brown Streak Disease (CBSD)
1677224730.jpg,0,Cassava Bacterial Blight (CBB)
1677241180.jpg,3,Cassava Mosaic Disease (CMD)
1677293080.jpg,3,Cassava Mosaic Disease (CMD)
167737028.jpg,3,Cassava Mosaic Disease (CMD)
1677822348.jpg,3,Cassava Mosaic Disease (CMD)
1677901945.jpg,4,Healthy
1678311318.jpg,0,Cassava Bacterial Blight (CBB)
1678515454.jpg,3,Cassava Mosaic Disease (CMD)
1679058349.jpg,3,Cassava Mosaic Disease (CMD)
1679233615.jpg,3,Cassava Mosaic Disease (CMD)
1679578972.jpg,4,Healthy
1679630111.jpg,3,Cassava Mosaic Disease (CMD)
1679984529.jpg,4,Healthy
1680419623.jpg,3,Cassava Mosaic Disease (CMD)
1680657766.jpg,2,Cassava Green Mottle (CGM)
1680665967.jpg,1,Cassava Brown Streak Disease (CBSD)
1680873912.jpg,1,Cassava Brown Streak Disease (CBSD)
1681135049.jpg,1,Cassava Brown Streak Disease (CBSD)
1681274509.jpg,4,Healthy
1681299084.jpg,2,Cassava Green Mottle (CGM)
1681406227.jpg,3,Cassava Mosaic Disease (CMD)
1681477511.jpg,3,Cassava Mosaic Disease (CMD)
1681516442.jpg,3,Cassava Mosaic Disease (CMD)
1681772018.jpg,0,Cassava Bacterial Blight (CBB)
1681857148.jpg,3,Cassava Mosaic Disease (CMD)
1681870456.jpg,1,Cassava Brown Streak Disease (CBSD)
1682299649.jpg,3,Cassava Mosaic Disease (CMD)
1682355627.jpg,3,Cassava Mosaic Disease (CMD)
1682790213.jpg,1,Cassava Brown Streak Disease (CBSD)
1682859600.jpg,2,Cassava Green Mottle (CGM)
1683319632.jpg,4,Healthy
1683413272.jpg,4,Healthy
1683556923.jpg,4,Healthy
1683677421.jpg,1,Cassava Brown Streak Disease (CBSD)
1683735177.jpg,3,Cassava Mosaic Disease (CMD)
1684427056.jpg,3,Cassava Mosaic Disease (CMD)
1684430173.jpg,1,Cassava Brown Streak Disease (CBSD)
1684862826.jpg,3,Cassava Mosaic Disease (CMD)
1685008458.jpg,3,Cassava Mosaic Disease (CMD)
1685392765.jpg,4,Healthy
1685677129.jpg,4,Healthy
1685687504.jpg,3,Cassava Mosaic Disease (CMD)
1685786396.jpg,3,Cassava Mosaic Disease (CMD)
1685873117.jpg,4,Healthy
1686082281.jpg,1,Cassava Brown Streak Disease (CBSD)
1686186154.jpg,3,Cassava Mosaic Disease (CMD)
168657905.jpg,4,Healthy
168669351.jpg,2,Cassava Green Mottle (CGM)
1686888779.jpg,3,Cassava Mosaic Disease (CMD)
1687061748.jpg,3,Cassava Mosaic Disease (CMD)
1687247558.jpg,4,Healthy
1687514090.jpg,3,Cassava Mosaic Disease (CMD)
1687852669.jpg,4,Healthy
1687942167.jpg,3,Cassava Mosaic Disease (CMD)
1688388949.jpg,3,Cassava Mosaic Disease (CMD)
1688398046.jpg,4,Healthy
1688478980.jpg,3,Cassava Mosaic Disease (CMD)
1688485614.jpg,4,Healthy
1688625660.jpg,4,Healthy
1688738629.jpg,2,Cassava Green Mottle (CGM)
1688759248.jpg,3,Cassava Mosaic Disease (CMD)
1689108113.jpg,4,Healthy
1689119367.jpg,3,Cassava Mosaic Disease (CMD)
1689265715.jpg,3,Cassava Mosaic Disease (CMD)
1689510013.jpg,1,Cassava Brown Streak Disease (CBSD)
1689577139.jpg,3,Cassava Mosaic Disease (CMD)
1689595763.jpg,3,Cassava Mosaic Disease (CMD)
1689724096.jpg,3,Cassava Mosaic Disease (CMD)
1689830354.jpg,3,Cassava Mosaic Disease (CMD)
1690276814.jpg,3,Cassava Mosaic Disease (CMD)
1690277956.jpg,1,Cassava Brown Streak Disease (CBSD)
1690305793.jpg,1,Cassava Brown Streak Disease (CBSD)
1690581200.jpg,3,Cassava Mosaic Disease (CMD)
1690643039.jpg,3,Cassava Mosaic Disease (CMD)
1690647938.jpg,3,Cassava Mosaic Disease (CMD)
1690665050.jpg,3,Cassava Mosaic Disease (CMD)
1690697173.jpg,3,Cassava Mosaic Disease (CMD)
1690716668.jpg,3,Cassava Mosaic Disease (CMD)
1690802483.jpg,3,Cassava Mosaic Disease (CMD)
1690972794.jpg,3,Cassava Mosaic Disease (CMD)
1691276389.jpg,3,Cassava Mosaic Disease (CMD)
169145266.jpg,1,Cassava Brown Streak Disease (CBSD)
1691598037.jpg,3,Cassava Mosaic Disease (CMD)
1691647530.jpg,4,Healthy
1691850232.jpg,4,Healthy
1691885163.jpg,2,Cassava Green Mottle (CGM)
169189292.jpg,3,Cassava Mosaic Disease (CMD)
1691917983.jpg,3,Cassava Mosaic Disease (CMD)
1692621028.jpg,0,Cassava Bacterial Blight (CBB)
1692979683.jpg,3,Cassava Mosaic Disease (CMD)
