image_id,label,class_name
3227667303.jpg,1,Cassava Brown Streak Disease (CBSD)
3174024778.jpg,2,Cassava Green Mottle (CGM)
873205488.jpg,3,Cassava Mosaic Disease (CMD)
3611370404.jpg,0,Cassava Bacterial Blight (CBB)
2539540333.jpg,3,Cassava Mosaic Disease (CMD)
1785840439.jpg,1,Cassava Brown Streak Disease (CBSD)
2263743432.jpg,0,Cassava Bacterial Blight (CBB)
3234169985.jpg,3,Cassava Mosaic Disease (CMD)
4215590346.jpg,3,Cassava Mosaic Disease (CMD)
632236115.jpg,1,Cassava Brown Streak Disease (CBSD)
4184902338.jpg,3,Cassava Mosaic Disease (CMD)
3261671867.jpg,1,Cassava Brown Streak Disease (CBSD)
3793364086.jpg,4,Healthy
1654084150.jpg,2,Cassava Green Mottle (CGM)
2587457959.jpg,3,Cassava Mosaic Disease (CMD)
2871659353.jpg,2,Cassava Green Mottle (CGM)
222017409.jpg,3,Cassava Mosaic Disease (CMD)
3687403120.jpg,2,Cassava Green Mottle (CGM)
4060179434.jpg,3,Cassava Mosaic Disease (CMD)
23042367.jpg,2,Cassava Green Mottle (CGM)
342641109.jpg,3,Cassava Mosaic Disease (CMD)
169839003.jpg,3,Cassava Mosaic Disease (CMD)
3772776774.jpg,3,Cassava Mosaic Disease (CMD)
898386629.jpg,3,Cassava Mosaic Disease (CMD)
3377803887.jpg,3,Cassava Mosaic Disease (CMD)
4017354587.jpg,3,Cassava Mosaic Disease (CMD)
3342918940.jpg,3,Cassava Mosaic Disease (CMD)
4274749483.jpg,3,Cassava Mosaic Disease (CMD)
543588730.jpg,3,Cassava Mosaic Disease (CMD)
3384300864.jpg,3,Cassava Mosaic Disease (CMD)
3493597952.jpg,0,Cassava Bacterial Blight (CBB)
3441335676.jpg,2,Cassava Green Mottle (CGM)
627428671.jpg,2,Cassava Green Mottle (CGM)
2873516336.jpg,4,Healthy
3207502224.jpg,0,Cassava Bacterial Blight (CBB)
2692229898.jpg,2,Cassava Green Mottle (CGM)
327095430.jpg,3,Cassava Mosaic Disease (CMD)
3295623672.jpg,3,Cassava Mosaic Disease (CMD)
3750670092.jpg,3,Cassava Mosaic Disease (CMD)
1789486602.jpg,1,Cassava Brown Streak Disease (CBSD)
2076036296.jpg,3,Cassava Mosaic Disease (CMD)
1641097017.jpg,2,Cassava Green Mottle (CGM)
3290333742.jpg,2,Cassava Green Mottle (CGM)
3752998209.jpg,3,Cassava Mosaic Disease (CMD)
2237983224.jpg,3,Cassava Mosaic Disease (CMD)
2353691297.jpg,2,Cassava Green Mottle (CGM)
957437817.jpg,3,Cassava Mosaic Disease (CMD)
711824069.jpg,3,Cassava Mosaic Disease (CMD)
958551982.jpg,1,Cassava Brown Streak Disease (CBSD)
43523745.jpg,1,Cassava Brown Streak Disease (CBSD)
2141204046.jpg,3,Cassava Mosaic Disease (CMD)
646903835.jpg,3,Cassava Mosaic Disease (CMD)
2828802203.jpg,1,Cassava Brown Streak Disease (CBSD)
548717343.jpg,3,Cassava Mosaic Disease (CMD)
503366497.jpg,4,Healthy
3921597155.jpg,3,Cassava Mosaic Disease (CMD)
943323109.jpg,4,Healthy
1915195604.jpg,2,Cassava Green Mottle (CGM)
1983607439.jpg,3,Cassava Mosaic Disease (CMD)
175320441.jpg,3,Cassava Mosaic Disease (CMD)
469651575.jpg,3,Cassava Mosaic Disease (CMD)
2195305103.jpg,1,Cassava Brown Streak Disease (CBSD)
2479637031.jpg,3,Cassava Mosaic Disease (CMD)
684911390.jpg,2,Cassava Green Mottle (CGM)
3178480050.jpg,3,Cassava Mosaic Disease (CMD)
3770952591.jpg,1,Cassava Brown Streak Disease (CBSD)
2399292310.jpg,3,Cassava Mosaic Disease (CMD)
3682818502.jpg,3,Cassava Mosaic Disease (CMD)
692398741.jpg,4,Healthy
3027608054.jpg,4,Healthy
4083589127.jpg,3,Cassava Mosaic Disease (CMD)
2643210568.jpg,3,Cassava Mosaic Disease (CMD)
979858694.jpg,3,Cassava Mosaic Disease (CMD)
3302061437.jpg,3,Cassava Mosaic Disease (CMD)
238671270.jpg,2,Cassava Green Mottle (CGM)
3614778275.jpg,0,Cassava Bacterial Blight (CBB)
3199643560.jpg,1,Cassava Brown Streak Disease (CBSD)
2775876940.jpg,3,Cassava Mosaic Disease (CMD)
4255100884.jpg,3,Cassava Mosaic Disease (CMD)
440064041.jpg,3,Cassava Mosaic Disease (CMD)
2055902363.jpg,3,Cassava Mosaic Disease (CMD)
462192848.jpg,3,Cassava Mosaic Disease (CMD)
4043211245.jpg,3,Cassava Mosaic Disease (CMD)
4248150807.jpg,3,Cassava Mosaic Disease (CMD)
190054871.jpg,3,Cassava Mosaic Disease (CMD)
2576834545.jpg,3,Cassava Mosaic Disease (CMD)
2568890447.jpg,4,Healthy
3414712004.jpg,3,Cassava Mosaic Disease (CMD)
2729880246.jpg,3,Cassava Mosaic Disease (CMD)
1926346428.jpg,3,Cassava Mosaic Disease (CMD)
2569014064.jpg,1,Cassava Brown Streak Disease (CBSD)
1682790213.jpg,1,Cassava Brown Streak Disease (CBSD)
2277619835.jpg,3,Cassava Mosaic Disease (CMD)
2795015114.jpg,0,Cassava Bacterial Blight (CBB)
3938319761.jpg,3,Cassava Mosaic Disease (CMD)
2684339934.jpg,4,Healthy
4281504647.jpg,3,Cassava Mosaic Disease (CMD)
403440184.jpg,3,Cassava Mosaic Disease (CMD)
616740640.jpg,4,Healthy
2807173695.jpg,1,Cassava Brown Streak Disease (CBSD)
391853550.jpg,3,Cassava Mosaic Disease (CMD)
3937616933.jpg,3,Cassava Mosaic Disease (CMD)
3286502189.jpg,3,Cassava Mosaic Disease (CMD)
183428396.jpg,0,Cassava Bacterial Blight (CBB)
4275645735.jpg,3,Cassava Mosaic Disease (CMD)
498277992.jpg,3,Cassava Mosaic Disease (CMD)
664943933.jpg,4,Healthy
4172444687.jpg,3,Cassava Mosaic Disease (CMD)
3214130849.jpg,4,Healthy
2605464541.jpg,1,Cassava Brown Streak Disease (CBSD)
2046239409.jpg,0,Cassava Bacterial Blight (CBB)
3933504809.jpg,3,Cassava Mosaic Disease (CMD)
3486448713.jpg,2,Cassava Green Mottle (CGM)
3678880730.jpg,3,Cassava Mosaic Disease (CMD)
3533375796.jpg,4,Healthy
2276988154.jpg,3,Cassava Mosaic Disease (CMD)
839709957.jpg,3,Cassava Mosaic Disease (CMD)
3704493951.jpg,3,Cassava Mosaic Disease (CMD)
2467729031.jpg,1,Cassava Brown Streak Disease (CBSD)
391446086.jpg,3,Cassava Mosaic Disease (CMD)
4086892324.jpg,3,Cassava Mosaic Disease (CMD)
3516555909.jpg,3,Cassava Mosaic Disease (CMD)
742038371.jpg,3,Cassava Mosaic Disease (CMD)
1700324452.jpg,0,Cassava Bacterial Blight (CBB)
475084135.jpg,3,Cassava Mosaic Disease (CMD)
2394265981.jpg,3,Cassava Mosaic Disease (CMD)
1678311318.jpg,0,Cassava Bacterial Blight (CBB)
632357010.jpg,3,Cassava Mosaic Disease (CMD)
2396551353.jpg,3,Cassava Mosaic Disease (CMD)
723805565.jpg,3,Cassava Mosaic Disease (CMD)
191073475.jpg,4,Healthy
2768330452.jpg,3,Cassava Mosaic Disease (CMD)
1897759599.jpg,3,Cassava Mosaic Disease (CMD)
3738414390.jpg,2,Cassava Green Mottle (CGM)
1645132898.jpg,1,Cassava Brown Streak Disease (CBSD)
259632264.jpg,3,Cassava Mosaic Disease (CMD)
2745720901.jpg,2,Cassava Green Mottle (CGM)
3593372059.jpg,3,Cassava Mosaic Disease (CMD)
404066691.jpg,3,Cassava Mosaic Disease (CMD)
3312736716.jpg,1,Cassava Brown Streak Disease (CBSD)
3350687852.jpg,3,Cassava Mosaic Disease (CMD)
3489269748.jpg,3,Cassava Mosaic Disease (CMD)
910008110.jpg,0,Cassava Bacterial Blight (CBB)
3643332812.jpg,3,Cassava Mosaic Disease (CMD)
4032903735.jpg,4,Healthy
286905870.jpg,3,Cassava Mosaic Disease (CMD)
3792671862.jpg,2,Cassava Green Mottle (CGM)
2069885945.jpg,3,Cassava Mosaic Disease (CMD)
4050218395.jpg,2,Cassava Green Mottle (CGM)
2056154613.jpg,3,Cassava Mosaic Disease (CMD)
2243188511.jpg,4,Healthy
1880094167.jpg,3,Cassava Mosaic Disease (CMD)
2269122583.jpg,3,Cassava Mosaic Disease (CMD)
3397166306.jpg,3,Cassava Mosaic Disease (CMD)
4147446952.jpg,3,Cassava Mosaic Disease (CMD)
3822534983.jpg,2,Cassava Green Mottle (CGM)
3199571684.jpg,1,Cassava Brown Streak Disease (CBSD)
1856952172.jpg,3,Cassava Mosaic Disease (CMD)
2361399280.jpg,1,Cassava Brown Streak Disease (CBSD)
2927441076.jpg,2,Cassava Green Mottle (CGM)
1651258605.jpg,3,Cassava Mosaic Disease (CMD)
3074708893.jpg,3,Cassava Mosaic Disease (CMD)
2739645903.jpg,3,Cassava Mosaic Disease (CMD)
1660551148.jpg,3,Cassava Mosaic Disease (CMD)
654782602.jpg,3,Cassava Mosaic Disease (CMD)
2733426429.jpg,3,Cassava Mosaic Disease (CMD)
2647070246.jpg,2,Cassava Green Mottle (CGM)
3438580244.jpg,3,Cassava Mosaic Disease (CMD)
1951398073.jpg,3,Cassava Mosaic Disease (CMD)
2315755156.jpg,3,Cassava Mosaic Disease (CMD)
1884580980.jpg,3,Cassava Mosaic Disease (CMD)
3047665568.jpg,3,Cassava Mosaic Disease (CMD)
881681381.jpg,2,Cassava Green Mottle (CGM)
2670866885.jpg,4,Healthy
3451069987.jpg,3,Cassava Mosaic Disease (CMD)
3078295332.jpg,2,Cassava Green Mottle (CGM)
2269945499.jpg,4,Healthy
3233899125.jpg,2,Cassava Green Mottle (CGM)
3581889839.jpg,3,Cassava Mosaic Disease (CMD)
3945098769.jpg,3,Cassava Mosaic Disease (CMD)
3329397596.jpg,3,Cassava Mosaic Disease (CMD)
1648069139.jpg,3,Cassava Mosaic Disease (CMD)
3307925077.jpg,3,Cassava Mosaic Disease (CMD)
3939103661.jpg,3,Cassava Mosaic Disease (CMD)
3073020157.jpg,3,Cassava Mosaic Disease (CMD)
664137344.jpg,3,Cassava Mosaic Disease (CMD)
834357600.jpg,3,Cassava Mosaic Disease (CMD)
2420155163.jpg,3,Cassava Mosaic Disease (CMD)
2754537497.jpg,2,Cassava Green Mottle (CGM)
4171404904.jpg,3,Cassava Mosaic Disease (CMD)
2387502649.jpg,4,Healthy
837916123.jpg,3,Cassava Mosaic Disease (CMD)
1848686439.jpg,1,Cassava Brown Streak Disease (CBSD)
1989543996.jpg,2,Cassava Green Mottle (CGM)
3847675023.jpg,4,Healthy
483058921.jpg,3,Cassava Mosaic Disease (CMD)
4287033165.jpg,3,Cassava Mosaic Disease (CMD)
4274006379.jpg,3,Cassava Mosaic Disease (CMD)
22205792.jpg,3,Cassava Mosaic Disease (CMD)
2663345474.jpg,3,Cassava Mosaic Disease (CMD)
3754516672.jpg,4,Healthy
255325120.jpg,3,Cassava Mosaic Disease (CMD)
2907186124.jpg,4,Healthy
2297944103.jpg,3,Cassava Mosaic Disease (CMD)
3386258598.jpg,3,Cassava Mosaic Disease (CMD)
3907605648.jpg,1,Cassava Brown Streak Disease (CBSD)
721232616.jpg,3,Cassava Mosaic Disease (CMD)
4225572023.jpg,3,Cassava Mosaic Disease (CMD)
570889595.jpg,1,Cassava Brown Streak Disease (CBSD)
2576527162.jpg,3,Cassava Mosaic Disease (CMD)
1885500567.jpg,3,Cassava Mosaic Disease (CMD)
266070647.jpg,3,Cassava Mosaic Disease (CMD)
918534391.jpg,0,Cassava Bacterial Blight (CBB)
800593866.jpg,3,Cassava Mosaic Disease (CMD)
504065374.jpg,3,Cassava Mosaic Disease (CMD)
3011145936.jpg,4,Healthy
4241697639.jpg,2,Cassava Green Mottle (CGM)
3442222586.jpg,2,Cassava Green Mottle (CGM)
56135051.jpg,4,Healthy
1773757795.jpg,3,Cassava Mosaic Disease (CMD)
394362390.jpg,3,Cassava Mosaic Disease (CMD)
702998173.jpg,4,Healthy
3641985438.jpg,2,Cassava Green Mottle (CGM)
1969528266.jpg,3,Cassava Mosaic Disease (CMD)
3888500547.jpg,3,Cassava Mosaic Disease (CMD)
2751510981.jpg,3,Cassava Mosaic Disease (CMD)
3443846811.jpg,0,Cassava Bacterial Blight (CBB)
325202356.jpg,1,Cassava Brown Streak Disease (CBSD)
385812035.jpg,1,Cassava Brown Streak Disease (CBSD)
4052560823.jpg,1,Cassava Brown Streak Disease (CBSD)
3003871889.jpg,1,Cassava Brown Streak Disease (CBSD)
658395701.jpg,4,Healthy
2495838121.jpg,3,Cassava Mosaic Disease (CMD)
679977941.jpg,3,Cassava Mosaic Disease (CMD)
2745537862.jpg,1,Cassava Brown Streak Disease (CBSD)
2546103694.jpg,3,Cassava Mosaic Disease (CMD)
632197705.jpg,1,Cassava Brown Streak Disease (CBSD)
291069106.jpg,2,Cassava Green Mottle (CGM)
3238638493.jpg,3,Cassava Mosaic Disease (CMD)
3682980457.jpg,4,Healthy
2381876074.jpg,3,Cassava Mosaic Disease (CMD)
4220602838.jpg,4,Healthy
742278677.jpg,3,Cassava Mosaic Disease (CMD)
2818118354.jpg,3,Cassava Mosaic Disease (CMD)
2933075952.jpg,2,Cassava Green Mottle (CGM)
2215306088.jpg,3,Cassava Mosaic Disease (CMD)
2674468156.jpg,3,Cassava Mosaic Disease (CMD)
209078533.jpg,4,Healthy
1899653723.jpg,3,Cassava Mosaic Disease (CMD)
2215913583.jpg,3,Cassava Mosaic Disease (CMD)
2995810956.jpg,2,Cassava Green Mottle (CGM)
3337773185.jpg,3,Cassava Mosaic Disease (CMD)
3346966351.jpg,1,Cassava Brown Streak Disease (CBSD)
2537564827.jpg,3,Cassava Mosaic Disease (CMD)
3057628143.jpg,3,Cassava Mosaic Disease (CMD)
3232581663.jpg,1,Cassava Brown Streak Disease (CBSD)
87567596.jpg,3,Cassava Mosaic Disease (CMD)
2554046191.jpg,3,Cassava Mosaic Disease (CMD)
4012105605.jpg,4,Healthy
750488061.jpg,2,Cassava Green Mottle (CGM)
4022000067.jpg,3,Cassava Mosaic Disease (CMD)
3818065051.jpg,3,Cassava Mosaic Disease (CMD)
3695423491.jpg,3,Cassava Mosaic Disease (CMD)
3246462405.jpg,3,Cassava Mosaic Disease (CMD)
2428265097.jpg,3,Cassava Mosaic Disease (CMD)
508104541.jpg,4,Healthy
2384287650.jpg,3,Cassava Mosaic Disease (CMD)
431411749.jpg,1,Cassava Brown Streak Disease (CBSD)
255912083.jpg,3,Cassava Mosaic Disease (CMD)
947208202.jpg,3,Cassava Mosaic Disease (CMD)
3394465312.jpg,3,Cassava Mosaic Disease (CMD)
3541514279.jpg,3,Cassava Mosaic Disease (CMD)
3561069837.jpg,3,Cassava Mosaic Disease (CMD)
3599676329.jpg,3,Cassava Mosaic Disease (CMD)
3595436298.jpg,3,Cassava Mosaic Disease (CMD)
3899993787.jpg,2,Cassava Green Mottle (CGM)
1610546537.jpg,3,Cassava Mosaic Disease (CMD)
4183077936.jpg,3,Cassava Mosaic Disease (CMD)
2093749635.jpg,3,Cassava Mosaic Disease (CMD)
389266721.jpg,3,Cassava Mosaic Disease (CMD)
1943999614.jpg,3,Cassava Mosaic Disease (CMD)
3066358894.jpg,3,Cassava Mosaic Disease (CMD)
4235208276.jpg,1,Cassava Brown Streak Disease (CBSD)
2652914186.jpg,3,Cassava Mosaic Disease (CMD)
2792655126.jpg,2,Cassava Green Mottle (CGM)
1712337902.jpg,3,Cassava Mosaic Disease (CMD)
360723691.jpg,3,Cassava Mosaic Disease (CMD)
369948630.jpg,4,Healthy
3413647138.jpg,3,Cassava Mosaic Disease (CMD)
2215510200.jpg,3,Cassava Mosaic Disease (CMD)
1637819435.jpg,4,Healthy
1815147513.jpg,0,Cassava Bacterial Blight (CBB)
2115357575.jpg,3,Cassava Mosaic Disease (CMD)
3896038163.jpg,3,Cassava Mosaic Disease (CMD)
3689510990.jpg,3,Cassava Mosaic Disease (CMD)
3320071514.jpg,2,Cassava Green Mottle (CGM)
3015820348.jpg,3,Cassava Mosaic Disease (CMD)
3163012106.jpg,0,Cassava Bacterial Blight (CBB)
348828969.jpg,3,Cassava Mosaic Disease (CMD)
3124268415.jpg,3,Cassava Mosaic Disease (CMD)
3523363514.jpg,3,Cassava Mosaic Disease (CMD)
2640638520.jpg,4,Healthy
2831467808.jpg,3,Cassava Mosaic Disease (CMD)
2348415590.jpg,3,Cassava Mosaic Disease (CMD)
2015518840.jpg,3,Cassava Mosaic Disease (CMD)
3552298032.jpg,3,Cassava Mosaic Disease (CMD)
1812322752.jpg,3,Cassava Mosaic Disease (CMD)
628546721.jpg,3,Cassava Mosaic Disease (CMD)
2940017595.jpg,3,Cassava Mosaic Disease (CMD)
2849259424.jpg,3,Cassava Mosaic Disease (CMD)
3789578006.jpg,3,Cassava Mosaic Disease (CMD)
2754612395.jpg,3,Cassava Mosaic Disease (CMD)
570526420.jpg,2,Cassava Green Mottle (CGM)
325653540.jpg,3,Cassava Mosaic Disease (CMD)
2400257593.jpg,4,Healthy
3471472230.jpg,3,Cassava Mosaic Disease (CMD)
2573889485.jpg,3,Cassava Mosaic Disease (CMD)
593295166.jpg,3,Cassava Mosaic Disease (CMD)
190222599.jpg,2,Cassava Green Mottle (CGM)
2762202767.jpg,3,Cassava Mosaic Disease (CMD)
3439578627.jpg,3,Cassava Mosaic Disease (CMD)
1896023808.jpg,3,Cassava Mosaic Disease (CMD)
921927890.jpg,3,Cassava Mosaic Disease (CMD)
2958446025.jpg,3,Cassava Mosaic Disease (CMD)
1630994190.jpg,3,Cassava Mosaic Disease (CMD)
3646738568.jpg,4,Healthy
2495248330.jpg,4,Healthy
3465652063.jpg,4,Healthy
657031133.jpg,0,Cassava Bacterial Blight (CBB)
190439528.jpg,3,Cassava Mosaic Disease (CMD)
3596960807.jpg,2,Cassava Green Mottle (CGM)
3834284991.jpg,3,Cassava Mosaic Disease (CMD)
1781695127.jpg,3,Cassava Mosaic Disease (CMD)
1777247659.jpg,3,Cassava Mosaic Disease (CMD)
763303438.jpg,3,Cassava Mosaic Disease (CMD)
380717717.jpg,3,Cassava Mosaic Disease (CMD)
3836713133.jpg,1,Cassava Brown Streak Disease (CBSD)
1752152470.jpg,1,Cassava Brown Streak Disease (CBSD)
2487571840.jpg,3,Cassava Mosaic Disease (CMD)
3513806994.jpg,3,Cassava Mosaic Disease (CMD)
3749029519.jpg,3,Cassava Mosaic Disease (CMD)
2344308543.jpg,3,Cassava Mosaic Disease (CMD)
3196317040.jpg,3,Cassava Mosaic Disease (CMD)
3193577634.jpg,1,Cassava Brown Streak Disease (CBSD)
2026260632.jpg,4,Healthy
722155866.jpg,3,Cassava Mosaic Disease (CMD)
2090870733.jpg,4,Healthy
745226266.jpg,1,Cassava Brown Streak Disease (CBSD)
3251222806.jpg,4,Healthy
720076710.jpg,3,Cassava Mosaic Disease (CMD)
3973772550.jpg,1,Cassava Brown Streak Disease (CBSD)
3311389928.jpg,2,Cassava Green Mottle (CGM)
3662748819.jpg,3,Cassava Mosaic Disease (CMD)
1690716668.jpg,3,Cassava Mosaic Disease (CMD)
78347787.jpg,2,Cassava Green Mottle (CGM)
915371714.jpg,3,Cassava Mosaic Disease (CMD)
2875237501.jpg,3,Cassava Mosaic Disease (CMD)
221132537.jpg,3,Cassava Mosaic Disease (CMD)
3847725320.jpg,2,Cassava Green Mottle (CGM)
3371705834.jpg,3,Cassava Mosaic Disease (CMD)
3471618012.jpg,3,Cassava Mosaic Disease (CMD)
1779379813.jpg,3,Cassava Mosaic Disease (CMD)
2462319978.jpg,0,Cassava Bacterial Blight (CBB)
4122820167.jpg,2,Cassava Green Mottle (CGM)
4177958446.jpg,4,Healthy
4135122260.jpg,3,Cassava Mosaic Disease (CMD)
732531942.jpg,3,Cassava Mosaic Disease (CMD)
301667071.jpg,3,Cassava Mosaic Disease (CMD)
733232478.jpg,3,Cassava Mosaic Disease (CMD)
2602035083.jpg,4,Healthy
3204522737.jpg,1,Cassava Brown Streak Disease (CBSD)
2991346428.jpg,2,Cassava Green Mottle (CGM)
904850856.jpg,3,Cassava Mosaic Disease (CMD)
1731777849.jpg,3,Cassava Mosaic Disease (CMD)
1991094852.jpg,4,Healthy
3512092684.jpg,4,Healthy
3643168529.jpg,3,Cassava Mosaic Disease (CMD)
3003794753.jpg,3,Cassava Mosaic Disease (CMD)
276208116.jpg,3,Cassava Mosaic Disease (CMD)
618816554.jpg,3,Cassava Mosaic Disease (CMD)
2578969213.jpg,3,Cassava Mosaic Disease (CMD)
2316157970.jpg,3,Cassava Mosaic Disease (CMD)
3962830486.jpg,3,Cassava Mosaic Disease (CMD)
3005393810.jpg,3,Cassava Mosaic Disease (CMD)
2957271805.jpg,3,Cassava Mosaic Disease (CMD)
1807740232.jpg,1,Cassava Brown Streak Disease (CBSD)
225631259.jpg,3,Cassava Mosaic Disease (CMD)
2138790395.jpg,4,Healthy
3723127234.jpg,3,Cassava Mosaic Disease (CMD)
1964012353.jpg,1,Cassava Brown Streak Disease (CBSD)
3375224217.jpg,3,Cassava Mosaic Disease (CMD)
721201325.jpg,2,Cassava Green Mottle (CGM)
1688388949.jpg,3,Cassava Mosaic Disease (CMD)
1898762161.jpg,2,Cassava Green Mottle (CGM)
3494097307.jpg,3,Cassava Mosaic Disease (CMD)
61074408.jpg,4,Healthy
2679988285.jpg,4,Healthy
2431460222.jpg,3,Cassava Mosaic Disease (CMD)
201171062.jpg,3,Cassava Mosaic Disease (CMD)
3313004189.jpg,3,Cassava Mosaic Disease (CMD)
3567455683.jpg,3,Cassava Mosaic Disease (CMD)
3520135769.jpg,3,Cassava Mosaic Disease (CMD)
2656330377.jpg,0,Cassava Bacterial Blight (CBB)
2395724098.jpg,3,Cassava Mosaic Disease (CMD)
1957663737.jpg,0,Cassava Bacterial Blight (CBB)
2283628031.jpg,3,Cassava Mosaic Disease (CMD)
1969328625.jpg,3,Cassava Mosaic Disease (CMD)
1962408284.jpg,1,Cassava Brown Streak Disease (CBSD)
2077344457.jpg,3,Cassava Mosaic Disease (CMD)
852424690.jpg,2,Cassava Green Mottle (CGM)
2392598492.jpg,4,Healthy
390092040.jpg,3,Cassava Mosaic Disease (CMD)
2860256595.jpg,2,Cassava Green Mottle (CGM)
1596196838.jpg,1,Cassava Brown Streak Disease (CBSD)
4224453437.jpg,2,Cassava Green Mottle (CGM)
2329701808.jpg,3,Cassava Mosaic Disease (CMD)
2157011481.jpg,2,Cassava Green Mottle (CGM)
755941592.jpg,3,Cassava Mosaic Disease (CMD)
3320878508.jpg,3,Cassava Mosaic Disease (CMD)
2849149876.jpg,3,Cassava Mosaic Disease (CMD)
654671746.jpg,3,Cassava Mosaic Disease (CMD)
2753696681.jpg,3,Cassava Mosaic Disease (CMD)
4159264325.jpg,2,Cassava Green Mottle (CGM)
265181391.jpg,3,Cassava Mosaic Disease (CMD)
481202063.jpg,3,Cassava Mosaic Disease (CMD)
916237184.jpg,3,Cassava Mosaic Disease (CMD)
1962378954.jpg,3,Cassava Mosaic Disease (CMD)
1897585920.jpg,3,Cassava Mosaic Disease (CMD)
4022798796.jpg,1,Cassava Brown Streak Disease (CBSD)
171905879.jpg,3,Cassava Mosaic Disease (CMD)
4275236690.jpg,3,Cassava Mosaic Disease (CMD)
316988889.jpg,4,Healthy
2456612393.jpg,3,Cassava Mosaic Disease (CMD)
465786805.jpg,3,Cassava Mosaic Disease (CMD)
693678702.jpg,4,Healthy
1673707752.jpg,3,Cassava Mosaic Disease (CMD)
935723534.jpg,0,Cassava Bacterial Blight (CBB)
1634651167.jpg,3,Cassava Mosaic Disease (CMD)
3110035366.jpg,4,Healthy
3058906085.jpg,3,Cassava Mosaic Disease (CMD)
2768412098.jpg,4,Healthy
2990645732.jpg,3,Cassava Mosaic Disease (CMD)
1938614393.jpg,4,Healthy
2331047582.jpg,3,Cassava Mosaic Disease (CMD)
3735914838.jpg,4,Healthy
527458103.jpg,2,Cassava Green Mottle (CGM)
3917534292.jpg,4,Healthy
2919191104.jpg,1,Cassava Brown Streak Disease (CBSD)
644131683.jpg,2,Cassava Green Mottle (CGM)
713693996.jpg,2,Cassava Green Mottle (CGM)
3930678824.jpg,4,Healthy
3451340587.jpg,3,Cassava Mosaic Disease (CMD)
1803764964.jpg,3,Cassava Mosaic Disease (CMD)
3224710052.jpg,3,Cassava Mosaic Disease (CMD)
539448425.jpg,2,Cassava Green Mottle (CGM)
3535439109.jpg,2,Cassava Green Mottle (CGM)
386292765.jpg,3,Cassava Mosaic Disease (CMD)
3813083782.jpg,2,Cassava Green Mottle (CGM)
2459666631.jpg,4,Healthy
1745700317.jpg,3,Cassava Mosaic Disease (CMD)
1982042661.jpg,2,Cassava Green Mottle (CGM)
